,Wikipedia_features,wikipedia_featurs_No,twitter_features,twitter_featurs_No,kaggle_features,kaggle_featurs_No,youtube_features,youtube_featurs_No
2161,ill,69.61429650926,chance,4.568174346358816,as long,3.618115182567457,talk to,3.5736068325226023
2162,repeatedly,69.60139128916761,and his,4.567881941412155,lots,3.6169852528466215,do they,3.573468796197816
2163,willing,69.53657106643861,expect,4.567701226208468,btw,3.6158504455786002,bear,3.5716273064822057
2164,is for,69.45521735250577,figure,4.566118335225081,he had,3.6143212571234486,looks so,3.5709994186922325
2165,they do,69.45056817574508,subject,4.563166174629144,15,3.6132233601006414,radio,3.5702971916415422
2166,difficult,69.42001266679078,pile,4.562778410071693,vote for,3.611700231614031,that to,3.570256057124777
2167,they can,69.36855593373285,you would,4.561466027664609,excited,3.61022231020488,canta,3.5690512706210935
2168,anonymous,69.3617088224148,ht,4.55963399110738,13,3.608653724667108,lolz,3.568012502005161
2169,userpage,69.35515935961405,liamxkiwi greenlinerzjm,4.555498747986878,ways,3.608329868245234,starting,3.566978090930885
2170,your opinion,69.35359955092764,it looks,4.549857245780606,that way,3.6069221216205634,he will,3.566357143010745
2171,negative,69.29938789683885,fritters,4.548683129424644,one who,3.603163335425064,this so,3.5653170991787464
2172,with an,69.22255305264449,driving,4.548681695865294,sh,3.5994193592389925,will never,3.564881058801816
2173,youtube,69.20021898761877,industry,4.547972467276959,yet you,3.5979537621775366,he does,3.561367530278916
2174,quick,69.17885478992609,totenleserin,4.5474045644030525,agreed,3.5941392274586534,boo,3.55822456351364
2175,disagree with,69.17182709977776,blackmilk,4.547251906413098,you retarded,3.5937204697938085,but don,3.5579762259617094
2176,forward,69.16228219474255,disagree,4.547080112882714,to look,3.5928342069580967,asking,3.556944157780707
2177,clean,69.1401868487434,tmclaughbos,4.537282348361235,modern,3.5899598191495268,she got,3.556332656045378
2178,george,69.1296315241286,contact,4.5370290915331415,the name,3.5889126000018465,ready,3.5534842627050924
2179,fit,69.12614929380105,uk,4.534908240838951,about this,3.5887509626895984,grammar,3.5529669690652264
2180,concern,69.11522337991528,stuck,4.534871010583021,zimmerman,3.5847213438931154,crush,3.552774901713786
2181,study,69.0233812075722,is nothing,4.5320450509570165,no more,3.584679860539488,video that,3.5513904708448822
2182,trolling,68.92951263980973,ptisalarkhan,4.530324066678231,are and,3.5833429904018232,the greatest,3.5507860391214985
2183,merged,68.92063383492534,rfrankh53 bilalighumman,4.5272660466372825,what do,3.5792131614301184,32,3.5497467230516047
2184,rude,68.85988676638789,debra,4.524120555411004,chicken,3.5773395229306315,eh,3.5490792624854466
2185,keeping,68.79866704462603,exist,4.522897473389498,how old,3.5762903432206907,know if,3.5487566897819174
2186,dr,68.77133966349007,balls,4.520751362423507,burn,3.5744064259604658,as much,3.5483917645201517
2187,an administrator,68.77038061615838,me of,4.520663444421023,protect,3.5742028089589755,little girl,3.5478634811263032
2188,moving,68.76568392569942,inhuman,4.5204514311190565,credit,3.571039944316712,these guys,3.5469387690967333
2189,remain,68.75613245554987,wear,4.5176285146101955,provide,3.5704465704722748,drug,3.5432313669154056
2190,you go,68.7269162596539,business,4.5153862222609815,how can,3.5696699804178915,many people,3.5424254953835237
2191,external links,68.60407475223872,large,4.5135207113826885,they should,3.5695604807279198,did just,3.541647505310989
2192,and would,68.5510600934281,give them,4.512240082465207,base,3.5688588669482053,the point,3.5402687137578397
2193,be found,68.54167552174535,idea what,4.51188102344006,about how,3.5666634021500436,bible,3.5401270746768017
2194,protect,68.50402908968765,talking to,4.510835153722113,fear,3.565309350099935,dark,3.5386588328949724
2195,plus,68.47398584375274,thousands of,4.509770199653088,rob,3.561984076577497,is such,3.537615606906836
2196,bullshit,68.41996530034957,dictators,4.508598613916876,do that,3.561194815225324,tired,3.53686101697263
2197,same thing,68.38444737629017,coles,4.506419862469007,er,3.56045758820598,wild,3.535318546428152
2198,required,68.36504827224012,early,4.505700973291592,to their,3.559748336793428,of their,3.5346953653588526
2199,now you,68.34991867320889,now the,4.5050052686206135,jump,3.558148599476115,not funny,3.5342161029765715
2200,how is,68.34781200414079,mkr that,4.504096588371856,to die,3.5560410855635967,somebody,3.5315610653449916
2201,beginning,68.29939456509949,to that,4.502461940749933,wish you,3.5555819369949067,that are,3.5315045195984216
2202,effect,68.2640354023176,where they,4.502102348956092,think of,3.5549496898523048,the camera,3.5311661938935126
2203,automatically,68.24779153423357,nainfidels,4.50207083363753,constitution,3.552703253660851,they don,3.529164770914788
2204,2015,68.2241922798997,we should,4.500869619750191,about to,3.551296878425497,your comment,3.5276966929737177
2205,fuck yourself,68.21275904859108,written,4.4977007066221635,nas,3.551149319856415,xdd,3.5266934376863444
2206,article talk,68.18273101971448,sold,4.496134805537057,card,3.5488225824861,gd,3.526057580648651
2207,thinks,68.16854985930968,minority,4.495334168836116,this was,3.5480824773534447,they dont,3.5237203594990034
2208,refrain,68.15187368776247,may be,4.494777479243469,keep your,3.5416920848855478,pretty good,3.5236530618147035
2209,that if,68.1478589786026,mother,4.494142174496399,at this,3.541099263763264,il,3.5196641937278152
2210,authority,68.09809657126472,gamergate is,4.49342910297984,or just,3.540911872184929,funny as,3.5187736907798683
2211,hard to,68.08126201616078,meet,4.493156668582731,the big,3.538361722187497,tried to,3.518762445056453
2212,are no,68.07984181261013,arabian,4.490676134660293,admit,3.5382742446040916,meaning,3.518593695176285
2213,think we,68.0420683114105,saudis,4.488758389023945,missed,3.5376087961029534,360,3.5154819355415072
2214,check out,68.02717376239276,cover,4.486097043503635,ka,3.5369448429706685,in their,3.515337279515163
2215,that page,68.01943455182743,simply,4.483968546587762,careful,3.535172464606116,ahh,3.5146581385191267
2216,checked,68.00583234012275,do the,4.4824425940913635,traitor,3.5344608799173387,is funny,3.513996723602218
2217,york,67.9952103909968,kinda,4.4823032950695785,worth,3.5320631200279187,are awesome,3.513557405842003
2218,edit the,67.98794532440463,shitty,4.481753519443497,trust,3.528234849968645,bigger,3.5134101548002565
2219,no need,67.96751338378395,citizens,4.481190303944683,likely,3.5273598004454416,paid,3.5123342456842583
2220,argue,67.96428890538965,threat,4.481000264535286,taxpayers,3.5241485244515167,so what,3.511517876967558
2221,claim that,67.94112120831299,superspacedad,4.480819265892762,with my,3.523533840716378,non,3.5109905395627203
2222,just to,67.8941111697265,the main,4.480137442883075,bomb,3.5217320551415687,get that,3.5099705578030096
2223,article has,67.88902442007543,ad,4.479547158542476,they want,3.521200370926313,lol that,3.509346545847773
2224,to what,67.8395886763585,randi io,4.4795332882621715,or are,3.5209154915071297,ver,3.5070177780379463
2225,appear to,67.83185913354625,milfgaardian,4.477866739417974,far as,3.5201899362498525,that can,3.503443453481097
2226,wikipedian,67.78863754839064,bet,4.47686633701054,like little,3.519519941372528,auch,3.502230074207575
2227,response to,67.78402495648204,would love,4.4741113292102215,xa0 just,3.51747272830671,me that,3.5016278649941954
2228,just like,67.77626340422286,and children,4.4734289396947124,sheep,3.5170202762144234,th,3.5004333085266532
2229,deal with,67.76679237224552,of an,4.472768028331455,picking,3.5165007668809194,dr,3.5003267631584416
2230,out that,67.76241737433318,pick,4.470916509328223,to put,3.5159451797034866,tumblr,3.4991317963660595
2231,is used,67.76075807876339,go mkr,4.4694023201873545,dont you,3.515466576839831,you feel,3.498559570892043
2232,page that,67.73167468634183,difficult,4.4628209595434605,needed,3.515109583506133,enough to,3.496329290275592
2233,regardless,67.72837686226232,of you,4.460554937531311,annoying,3.5145468242979088,shit out,3.4959270989319697
2234,prefer,67.72657688849658,the whole,4.4601828454721515,to vote,3.5117376528205853,share,3.493296313463732
2235,movement,67.71534978233025,comattwow,4.458750264032772,must have,3.5104651113775702,slow,3.4930812689658355
2236,but they,67.7006675355444,these two,4.456972701080625,brought,3.509200279796952,pull,3.4929472886946646
2237,but there,67.6766039212099,cheese,4.453718118612316,otherwise,3.5073751677690987,exact,3.492343492135892
2238,western,67.65842730505753,ypj,4.450938502751773,your money,3.507301507172141,www,3.4899527615458803
2239,find the,67.61863925986393,brentonpoke,4.449565404227422,hungry,3.504629477827058,bin,3.489350513025052
2240,established,67.57417604908265,fairly,4.448726990909932,and do,3.5043497722826698,shit you,3.489330057369969
2241,loser,67.56030998211435,it through,4.448524548599665,you might,3.5029232243460813,im gonna,3.4887869665519684
2242,we don,67.53315728879565,the isis,4.447436079611455,debate,3.501313505636064,robot,3.4884016556335764
2243,received,67.53003004258589,to fight,4.446959089376809,hopefully,3.5012439972051865,you the,3.487768344490081
2244,of which,67.44879861707803,know the,4.445267452187505,sort,3.5008666881316306,unless,3.4877152920277226
2245,you read,67.44699890184572,the islamic,4.44482265785074,dear,3.4999508306873466,love him,3.4848696705621647
2246,article you,67.42602222959711,jncatron,4.4428097662964205,knock,3.4999386983157623,36,3.4816867412210613
2247,delete my,67.42365472733628,standard,4.442141441253566,smug,3.497578961382605,the person,3.4796707494605403
2248,you delete,67.37816319883223,kat andre,4.441469629928881,give it,3.4955953719578163,said it,3.4793148626486623
2249,on here,67.37119519057394,everybody,4.441440769481363,try and,3.4955084189870007,41,3.4787611665456524
2250,the game,67.32037917248627,of kobane,4.436716157965655,carter,3.495136144215375,hay,3.478058333240281
2251,wikipedians,67.31199226336523,user,4.435331098586231,criminal,3.494862935059089,personally,3.4765159924524616
2252,about you,67.28919616742826,manu mkr,4.429929161302457,hatred,3.4927614220354197,fucks,3.475192765017553
2253,which are,67.25750451254082,cheeseplus,4.4295869288894565,christian,3.492605284200846,and like,3.4723138230998387
2254,as such,67.20806414412877,they ll,4.428764769033592,but he,3.4915602745458334,way better,3.470893930533
2255,forget,67.18057274783835,dad,4.4287518910960015,voted,3.4915360322367714,qu,3.4700839891399684
2256,as if,67.16667749664514,rob and,4.426677195589523,exist,3.4894202298880743,disney,3.469594260927959
2257,here are,67.14594405500607,showing,4.4253792056047985,sexy,3.4880088862149816,commercial,3.4680599906151173
2258,better than,67.12528687503159,on it,4.424893730260856,well as,3.487172336882609,his name,3.467450887862803
2259,don understand,67.12020867920857,utterly,4.4248130587203445,jail,3.4867208530901688,yep,3.4674176795922693
2260,an editor,67.11321249136995,rats,4.424055930259198,on them,3.4865331871612346,animal,3.467286672745692
2261,beyond,67.08168234165781,step,4.423614566547016,anybody,3.48623678816136,can make,3.4668193038048334
2262,this guy,67.06216422985159,mattjbaldo,4.423031015917684,dickhead,3.4858893791229684,names,3.46562256726586
2263,acting,67.0517326535889,rt randi_ebooks,4.421780065342649,right wing,3.484843241431411,nose,3.4621742113088523
2264,minutes,67.04911027858897,use the,4.4180909823129735,azz,3.484480665738636,at first,3.4612739365273786
2265,wikipedia as,67.02525265992486,supposed,4.410105204569874,the usa,3.482714823337633,president,3.461211636166061
2266,described,66.9649369625959,going on,4.4078107026519815,for their,3.48255452370956,52,3.460789737760144
2267,just as,66.96006409033363,about to,4.407451415858622,higher,3.4821497634933167,the background,3.4600499396974063
2268,random,66.95424387318552,congrats,4.405724121189532,that your,3.4820529479366678,law,3.4598917163417227
2269,turn,66.95071382208182,the reason,4.40189858146681,sent,3.48175364162656,showed,3.4587752752837253
2270,see if,66.9470393024051,dear,4.399774090817687,freak,3.4812300743012727,cock,3.456560718890981
2271,it with,66.94009400735983,destroy,4.399523765029598,al,3.479381545431988,this girl,3.456552119657331
2272,describe,66.9389636550199,about your,4.3977245877969215,feature,3.4791436613598767,dont think,3.4555151701255773
2273,to let,66.93728227525219,it so,4.391138258571737,of yourself,3.4787106497722373,rick,3.4552379230275405
2274,many of,66.92859343467539,often,4.390210492694817,got the,3.4756899658037166,me this,3.4542122789891856
2275,and its,66.89872755224008,this guy,4.388938340854364,continue to,3.4749448619284613,just love,3.453121882305949
2276,photos,66.84738056532491,you that,4.384946065416496,are sick,3.474046248351928,dare,3.450839548782524
2277,that will,66.83684720708204,kellyturner99 buellerishere,4.384615094845364,month,3.47386239282903,he so,3.450431151077685
2278,china,66.77066924934452,crashoverridenw,4.3843697051839765,stupid to,3.473827750953633,woah,3.4485952020169
2279,claimed,66.75616614979053,scored,4.384301156994591,di,3.4730376653146013,drake,3.4480569588800605
2280,experiment,66.74753517448245,liked,4.383306635077003,out to,3.471306686763507,wow you,3.447334775833822
2281,win,66.74697318838818,love to,4.381479101216793,re right,3.47007707246712,not going,3.4469605475283505
2282,mentioned in,66.73642846963324,killed in,4.378148601524123,cup,3.4679654227910097,this comment,3.446734836776665
2283,can get,66.70628961427354,still in,4.376704467417364,let him,3.4679577847200047,both of,3.4462446350294824
2284,and for,66.63773848003751,as long,4.372691551135177,loves,3.466865936367588,honest,3.4455316974752246
2285,bunch of,66.63213797632497,version,4.371883698710594,could have,3.4634715398378555,was it,3.444590149476279
2286,tagged,66.62829587339905,dianh4 exposefalsehood,4.371562870723455,the head,3.463272650390868,map,3.4444234268230374
2287,so far,66.62049249065143,reported,4.369848397596234,and she,3.46282584018958,dirty,3.4436262200733605
2288,much more,66.61926811254158,extremists,4.369280739383244,lo,3.4606942130172715,one that,3.4434914540324844
2289,the correct,66.54731036378266,dangerous,4.369143299888869,are trying,3.4592223317344875,he says,3.4417457926638453
